Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,005098,2018,01,01,,,
IDCJAC0011,005098,2018,01,02,,,
IDCJAC0011,005098,2018,01,03,,,
IDCJAC0011,005098,2018,01,04,,,
IDCJAC0011,005098,2018,01,05,,,
IDCJAC0011,005098,2018,01,06,,,
IDCJAC0011,005098,2018,01,07,,,
IDCJAC0011,005098,2018,01,08,,,
IDCJAC0011,005098,2018,01,09,,,
IDCJAC0011,005098,2018,01,10,,,
IDCJAC0011,005098,2018,01,11,,,
IDCJAC0011,005098,2018,01,12,,,
IDCJAC0011,005098,2018,01,13,,,
IDCJAC0011,005098,2018,01,14,,,
IDCJAC0011,005098,2018,01,15,,,
IDCJAC0011,005098,2018,01,16,,,
IDCJAC0011,005098,2018,01,17,,,
IDCJAC0011,005098,2018,01,18,,,
IDCJAC0011,005098,2018,01,19,,,
IDCJAC0011,005098,2018,01,20,,,
IDCJAC0011,005098,2018,01,21,,,
IDCJAC0011,005098,2018,01,22,,,
IDCJAC0011,005098,2018,01,23,,,
IDCJAC0011,005098,2018,01,24,,,
IDCJAC0011,005098,2018,01,25,,,
IDCJAC0011,005098,2018,01,26,,,
IDCJAC0011,005098,2018,01,27,,,
IDCJAC0011,005098,2018,01,28,,,
IDCJAC0011,005098,2018,01,29,,,
IDCJAC0011,005098,2018,01,30,,,
IDCJAC0011,005098,2018,01,31,,,
IDCJAC0011,005098,2018,02,01,,,
IDCJAC0011,005098,2018,02,02,,,
IDCJAC0011,005098,2018,02,03,,,
IDCJAC0011,005098,2018,02,04,,,
IDCJAC0011,005098,2018,02,05,,,
IDCJAC0011,005098,2018,02,06,,,
IDCJAC0011,005098,2018,02,07,,,
IDCJAC0011,005098,2018,02,08,,,
IDCJAC0011,005098,2018,02,09,,,
IDCJAC0011,005098,2018,02,10,,,
IDCJAC0011,005098,2018,02,11,,,
IDCJAC0011,005098,2018,02,12,,,
IDCJAC0011,005098,2018,02,13,,,
IDCJAC0011,005098,2018,02,14,,,
IDCJAC0011,005098,2018,02,15,,,
IDCJAC0011,005098,2018,02,16,,,
IDCJAC0011,005098,2018,02,17,,,
IDCJAC0011,005098,2018,02,18,,,
IDCJAC0011,005098,2018,02,19,,,
IDCJAC0011,005098,2018,02,20,,,
IDCJAC0011,005098,2018,02,21,,,
IDCJAC0011,005098,2018,02,22,,,
IDCJAC0011,005098,2018,02,23,,,
IDCJAC0011,005098,2018,02,24,,,
IDCJAC0011,005098,2018,02,25,,,
IDCJAC0011,005098,2018,02,26,,,
IDCJAC0011,005098,2018,02,27,,,
IDCJAC0011,005098,2018,02,28,,,
IDCJAC0011,005098,2018,03,01,,,
IDCJAC0011,005098,2018,03,02,,,
IDCJAC0011,005098,2018,03,03,,,
IDCJAC0011,005098,2018,03,04,,,
IDCJAC0011,005098,2018,03,05,,,
IDCJAC0011,005098,2018,03,06,,,
IDCJAC0011,005098,2018,03,07,,,
IDCJAC0011,005098,2018,03,08,,,
IDCJAC0011,005098,2018,03,09,,,
IDCJAC0011,005098,2018,03,10,,,
IDCJAC0011,005098,2018,03,11,,,
IDCJAC0011,005098,2018,03,12,,,
IDCJAC0011,005098,2018,03,13,,,
IDCJAC0011,005098,2018,03,14,,,
IDCJAC0011,005098,2018,03,15,,,
IDCJAC0011,005098,2018,03,16,,,
IDCJAC0011,005098,2018,03,17,,,
IDCJAC0011,005098,2018,03,18,,,
IDCJAC0011,005098,2018,03,19,,,
IDCJAC0011,005098,2018,03,20,,,
IDCJAC0011,005098,2018,03,21,,,
IDCJAC0011,005098,2018,03,22,,,
IDCJAC0011,005098,2018,03,23,,,
IDCJAC0011,005098,2018,03,24,,,
IDCJAC0011,005098,2018,03,25,,,
IDCJAC0011,005098,2018,03,26,,,
IDCJAC0011,005098,2018,03,27,,,
IDCJAC0011,005098,2018,03,28,,,
IDCJAC0011,005098,2018,03,29,,,
IDCJAC0011,005098,2018,03,30,,,
IDCJAC0011,005098,2018,03,31,,,
IDCJAC0011,005098,2018,04,01,,,
IDCJAC0011,005098,2018,04,02,,,
IDCJAC0011,005098,2018,04,03,,,
IDCJAC0011,005098,2018,04,04,,,
IDCJAC0011,005098,2018,04,05,,,
IDCJAC0011,005098,2018,04,06,,,
IDCJAC0011,005098,2018,04,07,,,
IDCJAC0011,005098,2018,04,08,,,
IDCJAC0011,005098,2018,04,09,,,
IDCJAC0011,005098,2018,04,10,,,
IDCJAC0011,005098,2018,04,11,,,
IDCJAC0011,005098,2018,04,12,,,
IDCJAC0011,005098,2018,04,13,,,
IDCJAC0011,005098,2018,04,14,,,
IDCJAC0011,005098,2018,04,15,,,
IDCJAC0011,005098,2018,04,16,,,
IDCJAC0011,005098,2018,04,17,,,
IDCJAC0011,005098,2018,04,18,,,
IDCJAC0011,005098,2018,04,19,,,
IDCJAC0011,005098,2018,04,20,,,
IDCJAC0011,005098,2018,04,21,,,
IDCJAC0011,005098,2018,04,22,,,
IDCJAC0011,005098,2018,04,23,,,
IDCJAC0011,005098,2018,04,24,,,
IDCJAC0011,005098,2018,04,25,,,
IDCJAC0011,005098,2018,04,26,,,
IDCJAC0011,005098,2018,04,27,,,
IDCJAC0011,005098,2018,04,28,,,
IDCJAC0011,005098,2018,04,29,,,
IDCJAC0011,005098,2018,04,30,,,
IDCJAC0011,005098,2018,05,01,,,
IDCJAC0011,005098,2018,05,02,,,
IDCJAC0011,005098,2018,05,03,,,
IDCJAC0011,005098,2018,05,04,,,
IDCJAC0011,005098,2018,05,05,,,
IDCJAC0011,005098,2018,05,06,,,
IDCJAC0011,005098,2018,05,07,,,
IDCJAC0011,005098,2018,05,08,,,
IDCJAC0011,005098,2018,05,09,,,
IDCJAC0011,005098,2018,05,10,,,
IDCJAC0011,005098,2018,05,11,,,
IDCJAC0011,005098,2018,05,12,,,
IDCJAC0011,005098,2018,05,13,,,
IDCJAC0011,005098,2018,05,14,,,
IDCJAC0011,005098,2018,05,15,,,
IDCJAC0011,005098,2018,05,16,,,
IDCJAC0011,005098,2018,05,17,,,
IDCJAC0011,005098,2018,05,18,,,
IDCJAC0011,005098,2018,05,19,,,
IDCJAC0011,005098,2018,05,20,,,
IDCJAC0011,005098,2018,05,21,,,
IDCJAC0011,005098,2018,05,22,,,
IDCJAC0011,005098,2018,05,23,,,
IDCJAC0011,005098,2018,05,24,,,
IDCJAC0011,005098,2018,05,25,,,
IDCJAC0011,005098,2018,05,26,,,
IDCJAC0011,005098,2018,05,27,,,
IDCJAC0011,005098,2018,05,28,,,
IDCJAC0011,005098,2018,05,29,,,
IDCJAC0011,005098,2018,05,30,,,
IDCJAC0011,005098,2018,05,31,,,
IDCJAC0011,005098,2018,06,01,,,
IDCJAC0011,005098,2018,06,02,,,
IDCJAC0011,005098,2018,06,03,,,
IDCJAC0011,005098,2018,06,04,,,
IDCJAC0011,005098,2018,06,05,,,
IDCJAC0011,005098,2018,06,06,,,
IDCJAC0011,005098,2018,06,07,,,
IDCJAC0011,005098,2018,06,08,,,
IDCJAC0011,005098,2018,06,09,,,
IDCJAC0011,005098,2018,06,10,,,
IDCJAC0011,005098,2018,06,11,,,
IDCJAC0011,005098,2018,06,12,,,
IDCJAC0011,005098,2018,06,13,,,
IDCJAC0011,005098,2018,06,14,,,
IDCJAC0011,005098,2018,06,15,,,
IDCJAC0011,005098,2018,06,16,,,
IDCJAC0011,005098,2018,06,17,,,
IDCJAC0011,005098,2018,06,18,,,
IDCJAC0011,005098,2018,06,19,,,
IDCJAC0011,005098,2018,06,20,,,
IDCJAC0011,005098,2018,06,21,,,
IDCJAC0011,005098,2018,06,22,,,
IDCJAC0011,005098,2018,06,23,,,
IDCJAC0011,005098,2018,06,24,,,
IDCJAC0011,005098,2018,06,25,,,
IDCJAC0011,005098,2018,06,26,,,
IDCJAC0011,005098,2018,06,27,,,
IDCJAC0011,005098,2018,06,28,,,
IDCJAC0011,005098,2018,06,29,,,
IDCJAC0011,005098,2018,06,30,,,
IDCJAC0011,005098,2018,07,01,,,
IDCJAC0011,005098,2018,07,02,,,
IDCJAC0011,005098,2018,07,03,,,
IDCJAC0011,005098,2018,07,04,,,
IDCJAC0011,005098,2018,07,05,,,
IDCJAC0011,005098,2018,07,06,,,
IDCJAC0011,005098,2018,07,07,,,
IDCJAC0011,005098,2018,07,08,,,
IDCJAC0011,005098,2018,07,09,,,
IDCJAC0011,005098,2018,07,10,,,
IDCJAC0011,005098,2018,07,11,,,
IDCJAC0011,005098,2018,07,12,,,
IDCJAC0011,005098,2018,07,13,,,
IDCJAC0011,005098,2018,07,14,,,
IDCJAC0011,005098,2018,07,15,,,
IDCJAC0011,005098,2018,07,16,,,
IDCJAC0011,005098,2018,07,17,,,
IDCJAC0011,005098,2018,07,18,,,
IDCJAC0011,005098,2018,07,19,,,
IDCJAC0011,005098,2018,07,20,,,
IDCJAC0011,005098,2018,07,21,,,
IDCJAC0011,005098,2018,07,22,,,
IDCJAC0011,005098,2018,07,23,,,
IDCJAC0011,005098,2018,07,24,,,
IDCJAC0011,005098,2018,07,25,,,
IDCJAC0011,005098,2018,07,26,,,
IDCJAC0011,005098,2018,07,27,,,
IDCJAC0011,005098,2018,07,28,,,
IDCJAC0011,005098,2018,07,29,,,
IDCJAC0011,005098,2018,07,30,,,
IDCJAC0011,005098,2018,07,31,,,
IDCJAC0011,005098,2018,08,01,,,
IDCJAC0011,005098,2018,08,02,,,
IDCJAC0011,005098,2018,08,03,,,
IDCJAC0011,005098,2018,08,04,,,
IDCJAC0011,005098,2018,08,05,,,
IDCJAC0011,005098,2018,08,06,,,
IDCJAC0011,005098,2018,08,07,,,
IDCJAC0011,005098,2018,08,08,,,
IDCJAC0011,005098,2018,08,09,,,
IDCJAC0011,005098,2018,08,10,,,
IDCJAC0011,005098,2018,08,11,,,
IDCJAC0011,005098,2018,08,12,,,
IDCJAC0011,005098,2018,08,13,,,
IDCJAC0011,005098,2018,08,14,,,
IDCJAC0011,005098,2018,08,15,,,
IDCJAC0011,005098,2018,08,16,,,
IDCJAC0011,005098,2018,08,17,,,
IDCJAC0011,005098,2018,08,18,,,
IDCJAC0011,005098,2018,08,19,,,
IDCJAC0011,005098,2018,08,20,,,
IDCJAC0011,005098,2018,08,21,,,
IDCJAC0011,005098,2018,08,22,,,
IDCJAC0011,005098,2018,08,23,,,
IDCJAC0011,005098,2018,08,24,,,
IDCJAC0011,005098,2018,08,25,,,
IDCJAC0011,005098,2018,08,26,,,
IDCJAC0011,005098,2018,08,27,,,
IDCJAC0011,005098,2018,08,28,,,
IDCJAC0011,005098,2018,08,29,,,
IDCJAC0011,005098,2018,08,30,,,
IDCJAC0011,005098,2018,08,31,,,
IDCJAC0011,005098,2018,09,01,10.7,1,N
IDCJAC0011,005098,2018,09,02,10.5,1,N
IDCJAC0011,005098,2018,09,03,14.6,1,N
IDCJAC0011,005098,2018,09,04,17.2,1,N
IDCJAC0011,005098,2018,09,05,17.6,1,N
IDCJAC0011,005098,2018,09,06,16.3,1,N
IDCJAC0011,005098,2018,09,07,13.0,1,N
IDCJAC0011,005098,2018,09,08,13.1,1,N
IDCJAC0011,005098,2018,09,09,14.0,1,N
IDCJAC0011,005098,2018,09,10,16.8,1,N
IDCJAC0011,005098,2018,09,11,19.5,1,N
IDCJAC0011,005098,2018,09,12,19.5,1,N
IDCJAC0011,005098,2018,09,13,12.8,1,N
IDCJAC0011,005098,2018,09,14,18.6,1,N
IDCJAC0011,005098,2018,09,15,19.9,1,N
IDCJAC0011,005098,2018,09,16,17.7,1,N
