Year,YearAverageMin,YearAverageMax,NumberOfSites,Sites
1969,,,0,
1970,15.3486185,34.411877,1,"=""015666"""
1971,16.750963,34.627,1,"=""015666"""
1972,,,0,
1973,17.374794,33.676437,1,"=""015666"""
1974,15.427472,31.494678,1,"=""015666"""
1975,,,0,
1976,14.396927,33.226112,1,"=""015666"""
1977,15.670718,33.231956,1,"=""015666"""
1978,15.799173,32.590908,1,"=""015666"""
1979,16.963835,34.421097,1,"=""015666"""
1980,17.525206,35.190834,1,"=""015666"""
1981,17.722437,33.719944,1,"=""015666"""
1982,,,0,
1983,17.380274,33.528767,1,"=""015666"""
1984,16.67541,33.489616,1,"=""015666"""
1985,17.163637,34.355923,1,"=""015666"""
1986,18.154121,34.463562,1,"=""015666"""
1987,16.561432,33.058403,1,"=""015666"""
1988,18.017214,34.65656,1,"=""015666"""
1989,17.508493,33.785755,1,"=""015666"""
1990,17.855068,34.67863,1,"=""015666"""
1991,16.87178,34.079727,1,"=""015666"""
1992,18.322678,34.785755,1,"=""015666"""
1993,17.43664,32.904385,1,"=""015666"""
1994,14.790411,33.42356,1,"=""015666"""
1995,17.430138,33.777534,1,"=""015666"""
1996,17.30411,35.0541,1,"=""015666"""
1997,16.791185,33.183792,1,"=""015666"""
1998,18.5725,34.535557,1,"=""015666"""
1999,16.705353,33.84691,1,"=""015666"""
2000,16.35,32.348476,1,"=""015666"""
2001,16.206686,32.0011,1,"=""015666"""
2002,15.384658,34.61534,1,"=""015666"""
2003,16.226519,33.96529,1,"=""015666"""
2004,,,0,
2005,,,0,
2006,,,0,
2007,,,0,
2008,16.188515,34.271587,1,"=""015666"""
2009,,,0,
2010,,,0,
2011,,,0,
2012,15.736415,33.724586,1,"=""015666"""
2013,17.424654,34.983837,1,"=""015666"""
2014,15.476666,33.54176,1,"=""015666"""
2015,15.715069,33.927944,1,"=""015666"""
2016,18.04153,34.67131,1,"=""015666"""
2017,16.16351,34.413296,1,"=""015666"""
2018,16.95571,35.011295,1,"=""015666"""
2019,17.278236,35.94685,1,"=""015666"""
2020,,,0,
2021,,,0,
